A	P	D	Y
45	1995	24	18579
45	1996	27	18585
45	1996	27	17779
45	1997	25	17768
45	1997	23	18179
45	1998	38	18162
45	1998	26	18409
45	1999	22	18391
45	1999	27	18157
45	2000	32	18139
45	2000	27	18264
45	2001	41	18253
45	2001	22	18502
45	2002	31	18483
45	2002	27	18274
45	2003	29	18259
45	2003	16	18365
46	1943	17	13333
46	1943	12	12959
46	1944	9	12919
46	1944	17	13899
46	1945	12	13698
46	1945	7	13555
46	1946	23	13591
46	1946	10	13832
46	1947	15	13793
46	1947	9	14032
46	1948	13	13985
46	1948	8	14185
46	1949	24	14144
46	1949	8	14354
46	1950	14	14236
46	1950	13	14570
46	1951	14	14585
46	1951	12	14594
46	1952	19	14561
46	1952	13	14812
46	1953	14	14777
46	1953	15	14987
46	1954	11	14952
46	1954	13	15454
46	1955	20	15418
46	1955	15	16063
46	1956	18	16020
46	1956	18	15636
46	1957	23	15593
46	1957	20	15473
46	1958	16	15433
46	1958	17	15822
46	1959	16	15788
46	1959	17	15513
46	1960	15	15486
46	1960	20	15587
46	1961	17	15533
46	1961	15	14715
46	1962	17	14687
46	1962	13	14784
46	1963	15	14760
46	1963	22	14704
46	1964	24	14683
46	1964	20	15155
46	1965	15	15117
46	1965	19	14496
46	1966	17	14444
46	1966	25	16879
46	1967	29	16842
46	1967	17	16232
46	1968	25	16197
46	1968	16	15056
46	1969	25	15025
46	1969	22	15421
46	1970	24	15402
46	1970	13	15255
46	1971	27	15232
46	1971	11	14886
46	1972	28	14862
46	1972	19	14658
46	1973	27	14628
46	1973	20	14167
46	1974	35	14128
46	1974	20	14193
46	1975	21	14162
46	1975	20	13698
46	1976	28	13666
46	1976	15	13965
46	1977	22	13935
46	1977	21	13630
46	1978	24	13606
46	1978	13	13778
46	1979	24	13750
46	1979	19	13436
46	1980	21	13413
46	1980	23	13900
46	1981	20	13864
46	1981	27	13938
46	1982	21	13915
46	1982	18	14275
46	1983	27	14245
46	1983	28	14701
46	1984	24	14677
46	1984	24	14839
46	1985	26	14817
46	1985	21	14785
46	1986	30	14756
46	1986	18	15399
46	1987	27	15373
46	1987	23	15753
46	1988	31	15726
46	1988	28	17479
46	1989	33	17451
46	1989	28	18551
46	1990	40	18517
46	1990	30	19894
46	1991	41	19864
46	1991	37	20731
46	1992	29	20710
46	1992	27	21298
46	1993	35	21271
46	1993	41	20694
46	1994	51	20664
46	1994	24	19394
46	1995	38	19382
46	1995	23	18461
46	1996	45	18461
46	1996	28	18583
46	1997	33	18574
46	1997	29	17765
46	1998	34	17755
46	1998	16	18152
46	1999	36	18127
46	1999	22	18380
46	2000	36	18359
46	2000	26	18129
46	2001	28	18110
46	2001	27	18249
46	2002	28	18232
46	2002	29	18471
46	2003	25	18453
46	2003	30	18250
47	1943	15	12695
47	1943	11	13317
47	1944	9	13277
47	1944	11	12899
47	1945	12	12936
47	1945	9	13519
47	1946	18	13317
47	1946	13	13568
47	1947	19	13523
47	1947	7	13775
47	1948	13	13732
47	1948	15	13961
47	1949	16	13918
47	1949	6	14128
47	1950	10	14098
47	1950	13	14135
47	1951	20	14011
47	1951	16	14566
47	1952	11	14525
47	1952	29	14545
47	1953	19	14511
47	1953	9	14758
47	1954	16	14719
47	1954	15	14935
47	1955	17	14895
47	1955	23	15400
47	1956	21	15363
47	1956	27	15997
47	1957	22	15953
47	1957	17	15571
47	1958	22	15532
47	1958	19	15408
47	1959	26	15365
47	1959	10	15775
47	1960	17	15727
47	1960	19	15473
47	1961	18	15444
47	1961	24	15516
47	1962	20	15483
47	1962	11	14672
47	1963	22	14641
47	1963	18	14750
47	1964	14	14724
47	1964	18	14672
47	1965	16	14648
47	1965	12	15091
47	1966	15	15050
47	1966	15	14430
47	1967	29	14399
47	1967	27	16821
47	1968	30	16781
47	1968	24	16180
47	1969	18	16148
47	1969	27	15009
47	1970	18	14978
47	1970	19	15398
47	1971	26	15377
47	1971	22	15218
47	1972	19	15184
47	1972	25	14850
47	1973	26	14821
47	1973	22	14609
47	1974	26	14582
47	1974	23	14107
47	1975	28	14066
47	1975	20	14144
47	1976	25	14107
47	1976	24	13651
47	1977	25	13622
47	1977	23	13924
47	1978	23	13899
47	1978	30	13592
47	1979	27	13561
47	1979	19	13739
47	1980	25	13708
47	1980	21	13397
47	1981	14	13363
47	1981	27	13848
47	1982	25	13817
47	1982	27	13902
47	1983	33	13873
47	1983	27	14230
47	1984	21	14199
47	1984	15	14663
47	1985	27	14632
47	1985	25	14805
47	1986	29	14776
47	1986	24	14740
47	1987	33	14708
47	1987	35	15358
47	1988	24	15324
47	1988	29	15709
47	1989	34	15672
47	1989	26	17439
47	1990	38	17408
47	1990	40	18501
47	1991	40	18472
47	1991	32	19851
47	1992	51	19821
47	1992	46	20694
47	1993	46	20669
47	1993	36	21258
47	1994	50	21222
47	1994	30	20648
47	1995	29	20633
47	1995	31	19380
47	1996	37	19366
47	1996	27	18454
47	1997	46	18432
47	1997	30	18568
47	1998	30	18548
47	1998	43	17747
47	1999	32	17723
47	1999	25	18112
47	2000	36	18085
47	2000	35	18349
47	2001	33	18326
47	2001	37	18101
47	2002	44	18081
47	2002	38	18219
47	2003	31	18195
47	2003	28	18446
48	1943	15	12126
48	1943	12	12675
48	1944	15	12629
48	1944	13	13253
48	1945	9	13129
48	1945	15	12994
48	1946	17	13027
48	1946	15	13295
48	1947	12	13247
48	1947	13	13501
48	1948	12	13455
48	1948	9	13707
48	1949	12	13659
48	1949	5	13898
48	1950	24	13794
48	1950	10	14086
48	1951	20	14051
48	1951	14	13988
48	1952	20	13946
48	1952	20	14504
48	1953	20	14463
48	1953	16	14493
48	1954	9	14451
48	1954	18	14698
48	1955	17	14659
48	1955	13	14872
48	1956	24	14825
48	1956	13	15344
48	1957	19	15306
48	1957	12	15932
48	1958	17	15892
48	1958	13	15515
48	1959	21	15479
48	1959	20	15348
48	1960	22	15309
48	1960	12	15693
48	1961	20	15644
48	1961	13	15428
48	1962	23	15397
48	1962	20	15467
48	1963	24	15433
48	1963	16	14624
48	1964	14	14591
48	1964	22	14708
48	1965	30	14668
48	1965	21	14635
48	1966	13	14606
48	1966	17	15035
48	1967	24	15002
48	1967	15	14382
48	1968	31	14348
48	1968	20	16763
48	1969	24	16724
48	1969	19	16133
48	1970	13	16121
48	1970	22	14962
48	1971	20	14923
48	1971	17	15360
48	1972	28	15326
48	1972	14	15163
48	1973	36	15121
48	1973	21	14803
48	1974	21	14761
48	1974	27	14574
48	1975	25	14545
48	1975	19	14045
48	1976	23	14008
48	1976	22	14088
48	1977	30	14059
48	1977	14	13608
48	1978	29	13579
48	1978	27	13885
48	1979	30	13853
48	1979	25	13544
48	1980	14	13509
48	1980	27	13689
48	1981	31	13650
48	1981	17	13345
48	1982	23	13310
48	1982	26	13803
48	1983	30	13769
48	1983	31	13856
48	1984	28	13821
48	1984	22	14183
48	1985	34	14149
48	1985	24	14615
48	1986	25	14580
48	1986	31	14759
48	1987	42	14723
48	1987	25	14693
48	1988	28	14661
48	1988	36	15304
48	1989	40	15268
48	1989	29	15651
48	1990	42	15618
48	1990	39	17389
48	1991	38	17350
48	1991	35	18459
48	1992	41	18428
48	1992	32	19805
48	1993	50	19773
48	1993	44	20660
48	1994	35	20630
48	1994	41	21199
48	1995	42	21169
48	1995	43	20634
48	1996	39	20619
48	1996	38	19352
48	1997	39	19322
48	1997	37	18416
48	1998	32	18391
48	1998	39	18534
48	1999	40	18501
48	1999	40	17707
48	2000	23	17679
48	2000	29	18073
48	2001	47	18046
48	2001	34	18313
48	2002	41	18290
48	2002	35	18069
48	2003	34	18034
48	2003	23	18184
49	1943	13	11815
49	1943	13	12101
49	1944	11	12049
49	1944	14	12603
49	1945	10	12547
49	1945	11	13030
49	1946	17	12903
49	1946	10	13002
49	1947	11	12953
49	1947	13	13221
49	1948	15	13170
49	1948	14	13432
49	1949	11	13385
49	1949	7	13637
49	1950	10	13584
49	1950	8	13710
49	1951	16	13603
49	1951	16	14030
49	1952	28	13984
49	1952	20	13927
49	1953	13	13883
49	1953	15	14444
49	1954	13	14402
49	1954	19	14428
49	1955	18	14383
49	1955	18	14641
49	1956	19	14596
49	1956	16	14802
49	1957	21	14758
49	1957	11	15286
49	1958	20	15245
49	1958	20	15873
49	1959	21	15837
49	1959	24	15460
49	1960	15	15422
49	1960	13	15289
49	1961	21	15246
49	1961	13	15629
49	1962	22	15594
49	1962	24	15382
49	1963	21	15348
49	1963	17	15415
49	1964	24	15376
49	1964	22	14574
49	1965	23	14540
49	1965	9	14645
49	1966	22	14602
49	1966	18	14590
49	1967	23	14555
49	1967	18	14984
49	1968	22	14945
49	1968	25	14330
49	1969	19	14295
49	1969	16	16704
49	1970	24	16652
49	1970	29	16123
49	1971	26	16103
49	1971	20	14901
49	1972	34	14860
49	1972	24	15309
49	1973	26	15272
49	1973	23	15098
49	1974	22	15056
49	1974	22	14738
49	1975	24	14685
49	1975	18	14523
49	1976	29	14473
49	1976	26	13993
49	1977	25	13961
49	1977	24	14049
49	1978	32	14023
49	1978	20	13565
49	1979	25	13532
49	1979	19	13835
49	1980	26	13799
49	1980	21	13490
49	1981	27	13453
49	1981	29	13630
49	1982	15	13590
49	1982	31	13293
49	1983	34	13260
49	1983	20	13749
49	1984	22	13712
49	1984	25	13803
49	1985	22	13766
49	1985	24	14131
49	1986	24	14100
49	1986	29	14561
49	1987	32	14523
49	1987	12	14705
49	1988	24	14671
49	1988	39	14644
49	1989	33	14608
49	1989	31	15252
49	1990	30	15217
49	1990	29	15605
49	1991	35	15574
49	1991	21	17330
49	1992	51	17287
49	1992	36	18409
49	1993	36	18379
49	1993	47	19756
49	1994	38	19723
49	1994	48	20610
49	1995	42	20578
49	1995	32	21164
49	1996	48	21142
49	1996	45	20603
49	1997	31	20565
49	1997	41	19305
49	1998	49	19271
49	1998	31	18381
49	1999	36	18351
49	1999	41	18482
49	2000	38	18444
49	2000	44	17666
49	2001	36	17638
49	2001	44	18030
49	2002	35	17996
49	2002	37	18279
49	2003	48	18252
49	2003	30	18012
50	1943	10	11442
50	1943	8	11796
50	1944	12	11749
50	1944	12	12023
50	1945	15	11995
50	1945	13	12517
50	1946	16	12464
50	1946	16	12875
50	1947	10	12819
50	1947	8	12929
50	1948	14	12879
50	1948	16	13146
50	1949	11	13100
50	1949	11	13361
50	1950	14	13253
50	1950	14	13554
50	1951	23	13502
50	1951	10	13580
50	1952	26	13532
50	1952	18	13960
50	1953	18	13916
50	1953	22	13859
50	1954	15	13815
50	1954	23	14379
50	1955	18	14334
50	1955	17	14360
50	1956	13	14312
50	1956	14	14571
50	1957	15	14521
50	1957	14	14738
50	1958	12	14697
50	1958	10	15224
50	1959	21	15176
50	1959	10	15820
50	1960	23	15745
50	1960	12	15402
50	1961	15	15361
50	1961	14	15224
50	1962	16	15183
50	1962	18	15574
50	1963	21	15534
50	1963	15	15329
50	1964	14	15289
50	1964	24	15355
50	1965	11	15316
50	1965	23	14522
50	1966	22	14480
50	1966	18	14583
50	1967	20	14543
50	1967	14	14535
50	1968	26	14493
50	1968	20	14924
50	1969	23	14880
50	1969	16	14277
50	1970	23	14240
50	1970	27	16620
50	1971	28	16561
50	1971	19	16080
50	1972	26	16033
50	1972	23	14843
50	1973	22	14803
50	1973	24	15252
50	1974	32	15208
50	1974	29	15036
50	1975	21	14992
50	1975	22	14656
50	1976	16	14606
50	1976	23	14444
50	1977	23	14395
50	1977	15	13944
50	1978	28	13905
50	1978	21	14006
50	1979	26	13964
50	1979	22	13512
50	1980	23	13471
50	1980	25	13781
50	1981	27	13745
50	1981	15	13436
50	1982	20	13395
50	1982	31	13571
50	1983	26	13532
50	1983	35	13244
50	1984	21	13208
50	1984	26	13693
50	1985	20	13657
50	1985	24	13746
50	1986	25	13705
50	1986	22	14088
50	1987	38	14056
50	1987	28	14503
50	1988	33	14463
50	1988	23	14655
50	1989	34	14621
50	1989	26	14588
50	1990	26	14548
50	1990	24	15198
50	1991	31	15164
50	1991	36	15557
50	1992	44	15520
50	1992	44	17263
50	1993	41	17219
50	1993	38	18368
50	1994	37	18335
50	1994	45	19706
50	1995	38	19679
50	1995	57	20566
50	1996	59	20532
50	1996	53	21126
50	1997	44	21092
50	1997	58	20543
50	1998	47	20501
50	1998	47	19255
50	1999	37	19221
50	1999	48	18331
50	2000	55	18295
50	2000	34	18425
50	2001	53	18382
50	2001	51	17624
50	2002	48	17593
50	2002	34	17979
50	2003	48	17938
50	2003	34	18236
51	1943	9	10961
51	1943	9	11419
51	1944	12	11369
51	1944	8	11721
51	1945	13	11666
51	1945	13	11995
51	1946	15	11966
51	1946	9	12440
51	1947	14	12390
51	1947	11	12792
51	1948	18	12737
51	1948	12	12852
51	1949	15	12801
51	1949	15	13078
51	1950	17	13143
51	1950	15	13168
51	1951	11	13058
51	1951	10	13479
51	1952	13	13437
51	1952	19	13508
51	1953	15	13457
51	1953	12	13895
51	1954	15	13852
51	1954	7	13795
51	1955	21	13751
51	1955	16	14312
51	1956	19	14261
51	1956	18	14287
51	1957	19	14235
51	1957	17	14497
51	1958	13	14452
51	1958	15	14676
51	1959	15	14628
51	1959	10	15149
51	1960	16	15122
51	1960	20	15686
51	1961	21	15605
51	1961	18	15340
51	1962	13	15298
51	1962	17	15165
51	1963	23	15123
51	1963	17	15515
51	1964	19	15472
51	1964	10	15268
51	1965	19	15234
51	1965	11	15297
51	1966	26	15253
51	1966	19	14457
51	1967	27	14411
51	1967	18	14522
51	1968	26	14480
51	1968	28	14471
51	1969	23	14429
51	1969	26	14857
51	1970	20	14791
51	1970	16	14220
51	1971	22	14175
51	1971	25	16533
51	1972	26	16477
51	1972	23	16009
51	1973	18	15963
51	1973	21	14781
51	1974	25	14735
51	1974	21	15184
51	1975	20	15131
51	1975	26	14968
51	1976	29	14923
51	1976	22	14585
51	1977	31	14542
51	1977	26	14373
51	1978	23	14332
51	1978	19	13884
51	1979	19	13840
51	1979	32	13940
51	1980	24	13892
51	1980	25	13450
51	1981	20	13407
51	1981	18	13727
51	1982	27	13685
51	1982	22	13371
51	1983	29	13325
51	1983	33	13513
51	1984	30	13470
51	1984	21	13189
51	1985	32	13145
51	1985	19	13640
51	1986	32	13599
51	1986	22	13683
51	1987	27	13635
51	1987	27	14038
51	1988	27	13996
51	1988	16	14443
51	1989	36	14400
51	1989	29	14603
51	1990	17	14565
51	1990	35	14527
51	1991	40	14487
51	1991	35	15148
51	1992	47	15112
51	1992	39	15500
51	1993	23	15457
51	1993	35	17199
51	1994	41	17158
51	1994	36	18315
51	1995	50	18277
51	1995	46	19668
51	1996	52	19630
51	1996	43	20509
51	1997	46	20458
51	1997	40	21075
51	1998	59	21034
51	1998	44	20482
51	1999	51	20442
51	1999	45	19204
51	2000	52	19163
51	2000	40	18279
51	2001	47	18243
51	2001	48	18358
51	2002	42	18313
51	2002	40	17576
51	2003	37	17544
51	2003	27	17915
52	1943	8	10890
52	1943	7	10939
52	1944	12	10890
52	1944	6	11342
52	1945	10	11280
52	1945	7	11638
52	1946	7	11582
52	1946	14	11937
52	1947	12	11879
52	1947	15	12363
52	1948	16	12307
52	1948	11	12710
52	1949	11	12658
52	1949	8	12776
52	1950	12	12614
52	1950	17	13229
52	1951	20	13284
52	1951	11	13032
52	1952	15	12984
52	1952	15	13417
52	1953	11	13371
52	1953	10	13430
52	1954	18	13380
52	1954	12	13829
52	1955	14	13778
52	1955	16	13726
52	1956	17	13672
52	1956	12	14232
52	1957	16	14176
52	1957	14	14209
52	1958	12	14153
52	1958	13	14431
52	1959	21	14384
52	1959	12	14601
52	1960	19	14531
52	1960	13	15122
52	1961	23	15100
52	1961	19	15583
52	1962	22	15535
52	1962	17	15277
52	1963	13	15232
52	1963	11	15099
52	1964	28	15051
52	1964	24	15449
52	1965	17	15394
52	1965	15	15221
52	1966	15	15182
52	1966	15	15228
52	1967	19	15179
52	1967	21	14388
52	1968	15	14342
52	1968	15	14457
52	1969	16	14414
52	1969	17	14409
52	1970	21	14380
52	1970	27	14749
52	1971	18	14678
52	1971	25	14151
52	1972	26	14101
52	1972	21	16449
52	1973	26	16391
52	1973	22	15941
52	1974	15	15888
52	1974	16	14712
52	1975	35	14660
52	1975	32	15101
52	1976	34	15044
52	1976	31	14902
52	1977	29	14858
52	1977	20	14520
52	1978	23	14473
52	1978	18	14313
52	1979	19	14271
52	1979	27	13818
52	1980	31	13768
52	1980	23	13870
52	1981	35	13821
52	1981	22	13385
52	1982	18	13336
52	1982	26	13660
52	1983	26	13608
52	1983	21	13302
52	1984	24	13255
52	1984	24	13447
52	1985	36	13401
52	1985	22	13121
52	1986	28	13075
52	1986	34	13576
52	1987	31	13526
52	1987	19	13608
52	1988	32	13556
52	1988	28	13973
52	1989	38	13925
52	1989	22	14377
52	1990	29	14330
52	1990	26	14545
52	1991	29	14506
52	1991	40	14467
52	1992	33	14426
52	1992	33	15091
52	1993	34	15053
52	1993	31	15435
52	1994	30	15391
52	1994	38	17138
52	1995	28	17100
52	1995	43	18260
52	1996	56	18219
52	1996	49	19603
52	1997	44	19551
52	1997	45	20430
52	1998	63	20375
52	1998	50	21010
52	1999	44	20964
52	1999	32	20421
52	2000	55	20369
52	2000	48	19139
52	2001	41	19093
52	2001	40	18223
52	2002	41	18178
52	2002	41	18293
52	2003	43	18250
52	2003	30	17529
53	1943	13	10587
53	1943	12	10863
53	1944	10	10805
53	1944	7	10863
53	1945	17	10866
53	1945	14	11244
53	1946	15	11181
53	1946	8	11554
53	1947	10	11498
53	1947	7	11848
53	1948	13	11789
53	1948	6	12278
53	1949	10	12223
53	1949	8	12633
53	1950	19	12658
53	1950	9	12476
53	1951	10	12314
53	1951	11	13253
53	1952	15	13190
53	1952	16	12962
53	1953	13	12908
53	1953	16	13344
53	1954	16	13289
53	1954	17	13357
53	1955	12	13310
53	1955	11	13750
53	1956	12	13690
53	1956	12	13644
53	1957	14	13592
53	1957	19	14150
53	1958	14	14096
53	1958	13	14123
53	1959	20	14066
53	1959	9	14357
53	1960	11	14286
53	1960	10	14489
53	1961	26	14423
53	1961	25	15077
53	1962	19	15029
53	1962	8	15510
53	1963	19	15459
53	1963	14	15207
53	1964	16	15156
53	1964	17	15027
53	1965	20	14987
53	1965	12	15362
53	1966	21	15305
53	1966	15	15156
53	1967	23	15103
53	1967	24	15155
53	1968	30	15106
53	1968	18	14318
53	1969	23	14271
53	1969	19	14393
53	1970	23	14344
53	1970	24	14370
53	1971	20	14330
53	1971	19	14650
53	1972	21	14594
53	1972	20	14076
53	1973	30	14029
53	1973	30	16362
53	1974	26	16308
53	1974	15	15857
53	1975	24	15791
53	1975	28	14632
53	1976	30	14573
53	1976	29	15017
53	1977	36	14962
53	1977	28	14836
53	1978	36	14783
53	1978	26	14448
53	1979	35	14399
53	1979	21	14249
53	1980	27	14198
53	1980	25	13740
53	1981	27	13681
53	1981	29	13794
53	1982	34	13742
53	1982	16	13309
53	1983	24	13257
53	1983	26	13580
53	1984	39	13519
53	1984	24	13231
53	1985	21	13181
53	1985	29	13378
53	1986	33	13327
53	1986	25	13054
53	1987	33	13004
53	1987	36	13500
53	1988	29	13452
53	1988	28	13532
53	1989	27	13481
53	1989	20	13900
53	1990	32	13850
53	1990	31	14307
53	1991	44	14260
53	1991	34	14485
53	1992	33	14446
53	1992	24	14404
53	1993	40	14363
53	1993	38	15034
53	1994	39	14993
53	1994	38	15369
53	1995	51	15333
53	1995	28	17082
53	1996	39	17040
53	1996	30	18195
53	1997	52	18146
53	1997	54	19527
53	1998	47	19477
53	1998	37	20349
53	1999	54	20291
53	1999	50	20942
53	2000	68	20887
53	2000	49	20338
53	2001	47	20279
53	2001	44	19069
53	2002	44	19015
53	2002	47	18154
53	2003	50	18099
53	2003	34	18228
54	1943	6	10623
54	1943	12	10558
54	1944	14	10498
54	1944	10	10773
54	1945	19	10715
54	1945	9	10897
54	1946	13	10897
54	1946	11	11154
54	1947	18	11099
54	1947	10	11471
54	1948	11	11412
54	1948	15	11761
54	1949	13	11702
54	1949	5	12198
54	1950	6	12150
54	1950	8	12708
54	1951	12	12725
54	1951	11	12290
54	1952	23	12234
54	1952	17	13159
54	1953	16	13100
54	1953	6	12876
54	1954	13	12819
54	1954	14	13261
54	1955	19	13205
54	1955	14	13286
54	1956	14	13233
54	1956	9	13659
54	1957	15	13597
54	1957	17	13568
54	1958	11	13514
54	1958	11	14068
54	1959	13	14010
54	1959	21	14040
54	1960	9	14000
54	1960	22	14241
54	1961	17	14168
54	1961	19	14399
54	1962	24	14349
54	1962	20	15004
54	1963	22	14946
54	1963	16	15433
54	1964	19	15380
54	1964	23	15130
54	1965	30	15043
54	1965	16	14972
54	1966	22	14927
54	1966	15	15279
54	1967	19	15222
54	1967	16	15077
54	1968	18	15019
54	1968	15	15080
54	1969	23	15027
54	1969	23	14248
54	1970	23	14187
54	1970	25	14317
54	1971	15	14261
54	1971	19	14300
54	1972	21	14241
54	1972	15	14567
54	1973	24	14515
54	1973	17	14007
54	1974	24	13949
54	1974	24	16284
54	1975	24	16225
54	1975	24	15757
54	1976	41	15688
54	1976	16	14543
54	1977	24	14482
54	1977	30	14933
54	1978	29	14870
54	1978	29	14752
54	1979	24	14691
54	1979	20	14375
54	1980	24	14320
54	1980	21	14168
54	1981	26	14107
54	1981	28	13651
54	1982	30	13590
54	1982	24	13717
54	1983	32	13665
54	1983	25	13231
54	1984	26	13178
54	1984	16	13487
54	1985	25	13423
54	1985	27	13154
54	1986	29	13101
54	1986	19	13298
54	1987	25	13241
54	1987	28	12976
54	1988	21	12916
54	1988	30	13429
54	1989	21	13373
54	1989	28	13454
54	1990	34	13403
54	1990	29	13824
54	1991	28	13772
54	1991	39	14235
54	1992	37	14184
54	1992	25	14427
54	1993	21	14384
54	1993	25	14344
54	1994	43	14299
54	1994	40	14971
54	1995	33	14936
54	1995	37	15320
54	1996	40	15284
54	1996	29	17016
54	1997	49	16965
54	1997	25	18121
54	1998	43	18069
54	1998	36	19450
54	1999	50	19391
54	1999	45	20260
54	2000	59	20201
54	2000	48	20853
54	2001	69	20790
54	2001	39	20252
54	2002	69	20196
54	2002	49	18985
54	2003	49	18929
54	2003	30	18070
55	1943	12	10143
55	1943	13	10597
55	1944	8	10535
55	1944	10	10466
55	1945	15	10419
55	1945	7	10689
55	1946	15	10630
55	1946	13	10865
55	1947	17	10801
55	1947	14	11070
55	1948	14	11006
55	1948	5	11381
55	1949	15	11318
55	1949	10	11672
55	1950	14	11598
55	1950	9	12126
55	1951	15	12067
55	1951	12	12691
55	1952	17	12628
55	1952	18	12203
55	1953	19	12143
55	1953	17	13071
55	1954	7	13003
55	1954	12	12795
55	1955	20	12739
55	1955	20	13177
55	1956	10	13118
55	1956	12	13203
55	1957	16	13140
55	1957	13	13565
55	1958	12	13502
55	1958	9	13484
55	1959	20	13422
55	1959	9	13980
55	1960	16	13902
55	1960	14	13986
55	1961	11	13941
55	1961	13	14140
55	1962	20	14082
55	1962	9	14323
55	1963	20	14266
55	1963	10	14913
55	1964	16	14848
55	1964	15	15353
55	1965	28	15296
55	1965	18	14983
55	1966	22	14889
55	1966	21	14898
55	1967	21	14836
55	1967	14	15192
55	1968	19	15131
55	1968	23	14989
55	1969	28	14930
55	1969	13	14999
55	1970	19	14930
55	1970	22	14149
55	1971	27	14087
55	1971	24	14233
55	1972	25	14173
55	1972	20	14213
55	1973	24	14155
55	1973	14	14490
55	1974	25	14433
55	1974	16	13913
55	1975	31	13849
55	1975	24	16190
55	1976	33	16117
55	1976	26	15653
55	1977	41	15581
55	1977	17	14451
55	1978	29	14392
55	1978	30	14836
55	1979	36	14769
55	1979	30	14662
55	1980	28	14598
55	1980	31	14290
55	1981	25	14228
55	1981	29	14075
55	1982	29	14012
55	1982	24	13560
55	1983	22	13499
55	1983	19	13639
55	1984	27	13583
55	1984	23	13149
55	1985	28	13092
55	1985	23	13392
55	1986	28	13328
55	1986	28	13074
55	1987	30	13013
55	1987	22	13213
55	1988	34	13154
55	1988	27	12885
55	1989	37	12821
55	1989	27	13340
55	1990	22	13278
55	1990	20	13379
55	1991	35	13329
55	1991	31	13746
55	1992	43	13693
55	1992	33	14159
55	1993	42	14107
55	1993	29	14359
55	1994	38	14305
55	1994	30	14273
55	1995	35	14227
55	1995	31	14923
55	1996	42	14885
55	1996	33	15261
55	1997	39	15209
55	1997	30	16939
55	1998	51	16885
55	1998	30	18043
55	1999	50	17983
55	1999	51	19359
55	2000	49	19294
55	2000	46	20172
55	2001	53	20110
55	2001	46	20761
55	2002	59	20696
55	2002	51	20166
55	2003	69	20101
55	2003	34	18904
56	1943	16	10064
56	1943	10	10110
56	1944	14	10048
56	1944	13	10499
56	1945	19	10366
56	1945	11	10403
56	1946	14	10353
56	1946	13	10596
56	1947	20	10526
56	1947	11	10769
56	1948	11	10704
56	1948	9	10969
56	1949	13	10904
56	1949	11	11286
56	1950	14	11216
56	1950	9	11554
56	1951	8	11473
56	1951	10	12032
56	1952	18	11965
56	1952	10	12598
56	1953	15	12532
56	1953	10	12113
56	1954	15	12051
56	1954	13	12964
56	1955	16	12892
56	1955	10	12706
56	1956	16	12639
56	1956	7	13086
56	1957	15	13022
56	1957	11	13107
56	1958	16	13044
56	1958	15	13470
56	1959	13	13412
56	1959	16	13391
56	1960	13	13316
56	1960	13	13853
56	1961	31	13772
56	1961	16	13908
56	1962	14	13847
56	1962	13	14052
56	1963	13	13986
56	1963	16	14235
56	1964	18	14174
56	1964	18	14815
56	1965	24	14741
56	1965	11	15266
56	1966	18	15202
56	1966	12	14856
56	1967	22	14787
56	1967	15	14804
56	1968	25	14736
56	1968	18	15100
56	1969	24	15035
56	1969	15	14901
56	1970	32	14846
56	1970	19	14888
56	1971	29	14814
56	1971	22	14062
56	1972	24	14005
56	1972	11	14141
56	1973	19	14076
56	1973	24	14125
56	1974	27	14060
56	1974	16	14401
56	1975	32	14331
56	1975	22	13820
56	1976	31	13757
56	1976	27	16079
56	1977	26	16003
56	1977	29	15544
56	1978	31	15471
56	1978	28	14362
56	1979	27	14299
56	1979	25	14736
56	1980	36	14669
56	1980	20	14565
56	1981	30	14492
56	1981	24	14196
56	1982	19	14127
56	1982	25	13982
56	1983	25	13915
56	1983	22	13468
56	1984	31	13404
56	1984	31	13553
56	1985	18	13487
56	1985	22	13062
56	1986	24	12998
56	1986	28	13295
56	1987	25	13226
56	1987	33	12979
56	1988	37	12916
56	1988	27	13123
56	1989	27	13057
56	1989	28	12790
56	1990	35	12728
56	1990	35	13249
56	1991	39	13191
56	1991	39	13302
56	1992	49	13249
56	1992	32	13667
56	1993	39	13610
56	1993	39	14082
56	1994	39	14023
56	1994	36	14277
56	1995	40	14233
56	1995	35	14207
56	1996	52	14159
56	1996	32	14860
56	1997	40	14804
56	1997	45	15179
56	1998	42	15120
56	1998	41	16858
56	1999	60	16796
56	1999	48	17950
56	2000	59	17882
56	2000	51	19261
56	2001	42	19190
56	2001	49	20077
56	2002	50	20003
56	2002	59	20661
56	2003	68	20585
56	2003	57	20066
57	1943	8	9883
57	1943	15	10028
57	1944	17	9948
57	1944	11	10019
57	1945	13	9952
57	1945	11	10269
57	1946	10	10130
57	1946	13	10318
57	1947	16	10248
57	1947	10	10489
57	1948	14	10420
57	1948	10	10672
57	1949	19	10607
57	1949	12	10875
57	1950	23	10780
57	1950	12	11178
57	1951	18	11108
57	1951	14	11436
57	1952	15	11368
57	1952	17	11933
57	1953	18	11868
57	1953	16	12496
57	1954	11	12421
57	1954	11	12019
57	1955	15	11955
57	1955	8	12861
57	1956	13	12795
57	1956	16	12604
57	1957	15	12533
57	1957	8	12989
57	1958	22	12921
57	1958	18	13014
57	1959	27	12951
57	1959	10	13385
57	1960	20	13335
57	1960	14	13272
57	1961	20	13196
57	1961	15	13739
57	1962	10	13672
57	1962	19	13819
